x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.800133109,0.741376519,1.56E-07,0.736366749,0.65741539,-0.024689162,0.707432568,0.538792133,-0.034891337,0.701214194,0.441492289,-0.045014501,0.689481914,0.365143865,-0.054305319,0.783809841,0.427406192,-0.00683775,0.786780477,0.311353683,-0.026365787,0.792001665,0.240561336,-0.045909572,0.798878491,0.179676145,-0.0611424,0.832129002,0.432323098,-0.011474857,0.848986506,0.309604466,-0.027647622,0.861053586,0.231360182,-0.045611776,0.871790707,0.16604507,-0.059534784,0.873122692,0.463358402,-0.021294333,0.892276883,0.350794315,-0.038118832,0.902568996,0.277966768,-0.05381982,0.910187364,0.216308594,-0.065130644,0.910399258,0.513759613,-0.034311332,0.939090371,0.429047525,-0.048503157,0.954436481,0.371021241,-0.057222776,0.9675951,0.317810416,-0.063529842,H
0.800161719,0.746863544,3.18E-09,0.727032363,0.679099977,-0.020315208,0.681691766,0.566690087,-0.028396681,0.65964973,0.47510615,-0.037200339,0.6359483,0.409460634,-0.045418005,0.737058043,0.440693408,-0.002819248,0.720055163,0.325771451,-0.021813033,0.710485458,0.258604765,-0.040774554,0.702706099,0.200584799,-0.055196259,0.783593178,0.434011489,-0.008470532,0.775611758,0.310451865,-0.023256931,0.769433796,0.234986946,-0.039508522,0.762560725,0.171799451,-0.052145761,0.827704728,0.453407675,-0.019054823,0.825313747,0.339445591,-0.033222869,0.821889997,0.266871691,-0.046825387,0.816208839,0.205469966,-0.057213627,0.871640503,0.49205628,-0.032607462,0.87892592,0.40223366,-0.044203326,0.881009936,0.34370175,-0.050936818,0.882080972,0.290529728,-0.056082353,H
0.80367887,0.750091076,-1.37E-08,0.735475898,0.676819324,-0.022324193,0.690029621,0.564810038,-0.033401586,0.664121985,0.474948883,-0.045013927,0.635060191,0.411643565,-0.056003816,0.74788481,0.431435019,-0.00487682,0.729656279,0.314106643,-0.025550984,0.718059778,0.246909827,-0.046240781,0.707615495,0.191449225,-0.061427671,0.793979049,0.425547212,-0.010156216,0.78628248,0.302400678,-0.025143923,0.780144334,0.229883403,-0.041137777,0.773255587,0.170250177,-0.053749237,0.837298334,0.446761966,-0.020737341,0.838595212,0.331964612,-0.034822103,0.835473716,0.261975884,-0.047548503,0.830095589,0.203560531,-0.057416275,0.880359888,0.488722086,-0.034572542,0.893069267,0.400665224,-0.045925178,0.897209525,0.342104197,-0.052192144,0.899109364,0.288642645,-0.057068158,H
0.7972278,0.761674881,-2.43E-08,0.718049347,0.707087457,-0.023450125,0.657816291,0.604519665,-0.032843128,0.619135261,0.52036339,-0.043258592,0.581422806,0.462311894,-0.053073596,0.695649385,0.467929572,-0.000569638,0.658469915,0.362286657,-0.018366851,0.637198329,0.300981879,-0.036821418,0.620169997,0.247499153,-0.051589087,0.742187202,0.447905064,-0.005996047,0.71501863,0.32722789,-0.019630292,0.698449075,0.256877601,-0.034940645,0.681500196,0.199291557,-0.047705609,0.790250897,0.457414687,-0.017329786,0.770603895,0.343316734,-0.032635864,0.756088912,0.275768042,-0.047263909,0.740055323,0.218789637,-0.058366392,0.840876997,0.488768339,-0.03200008,0.837725937,0.399453312,-0.044168144,0.83220911,0.341290295,-0.0520202,0.823922873,0.287334919,-0.058740757,H
0.798565626,0.760646343,5.83E-08,0.718259692,0.705501497,-0.025578754,0.658637106,0.605060875,-0.036892883,0.619493365,0.521262288,-0.048374821,0.58295989,0.461676031,-0.059075117,0.698731899,0.466977924,-0.004650099,0.663718104,0.358827174,-0.023290608,0.64339447,0.294925809,-0.042102311,0.626657367,0.240061149,-0.057034329,0.746038973,0.449797422,-0.009299175,0.721876025,0.328276336,-0.024320347,0.706387162,0.255498111,-0.040358357,0.689743936,0.19594866,-0.053153675,0.79398036,0.461256146,-0.019766767,0.776800573,0.346351683,-0.035855226,0.763928533,0.276539028,-0.050636839,0.749537647,0.217320412,-0.061459459,0.844153345,0.493564248,-0.033614639,0.841997206,0.402347386,-0.047183536,0.837258875,0.341437221,-0.055472679,0.829742312,0.284592956,-0.061871585,H
0.796959817,0.763838828,1.58E-08,0.717687368,0.705937326,-0.024511378,0.659703732,0.601802707,-0.035115723,0.623705089,0.515920699,-0.046461456,0.586841583,0.455720365,-0.057238672,0.701339483,0.464341551,-0.002518355,0.667741299,0.3544209,-0.020951694,0.648193479,0.29041183,-0.039810114,0.631910682,0.236696288,-0.054701511,0.748647451,0.448026538,-0.007654596,0.726739824,0.326168478,-0.02234841,0.71173346,0.254282862,-0.038851805,0.695148289,0.197073489,-0.052148156,0.796591699,0.460584998,-0.018649776,0.781093657,0.345204324,-0.034000933,0.768300593,0.275658935,-0.049331889,0.753514051,0.217862725,-0.06096594,0.846296728,0.494345576,-0.033028416,0.845532715,0.40381062,-0.04560522,0.840639412,0.343943655,-0.054123979,0.833055019,0.288875818,-0.061155196,H
0.799614012,0.762184739,4.12E-08,0.729115307,0.689036191,-0.021446327,0.683496833,0.574806929,-0.031356759,0.658941746,0.484117925,-0.042159084,0.629890323,0.420013815,-0.052466162,0.743872344,0.445930332,-0.003641489,0.730053604,0.330006927,-0.022519555,0.722258449,0.263185233,-0.041806739,0.715685666,0.205147415,-0.056659456,0.791133106,0.441561162,-0.009785176,0.788014233,0.317823201,-0.024129771,0.785281718,0.242416233,-0.04041256,0.781350851,0.181019753,-0.053602505,0.835915029,0.46459493,-0.02116172,0.83814472,0.35028863,-0.035595298,0.835795581,0.277950287,-0.050143383,0.830996096,0.218057796,-0.061400481,0.88009119,0.507361233,-0.035665568,0.894246221,0.417369455,-0.047353014,0.900212169,0.357717305,-0.054859474,0.904400468,0.303736508,-0.061007585,H
0.798923075,0.762256503,3.14E-08,0.726287663,0.689880967,-0.022112725,0.679242074,0.576551795,-0.031203082,0.653898358,0.486598492,-0.040942404,0.624596417,0.42304486,-0.050158307,0.737634838,0.448997438,-0.003398344,0.722065389,0.333328903,-0.020609159,0.714065433,0.265430033,-0.038743369,0.707807243,0.20681724,-0.053333949,0.784933448,0.442046851,-0.008931042,0.779494345,0.317469239,-0.02207128,0.77560699,0.242119208,-0.03783346,0.770148575,0.179673612,-0.051130246,0.829871893,0.463166565,-0.019661939,0.82954216,0.346363008,-0.033518445,0.826514006,0.272917181,-0.048204206,0.820575774,0.210738987,-0.059950169,0.874671102,0.505057991,-0.033572271,0.886306643,0.414274991,-0.045424648,0.889161468,0.353439778,-0.053346727,0.889143467,0.297474712,-0.060063042,H
0.797845781,0.760816634,3.25E-08,0.724828422,0.688898325,-0.021920435,0.677357972,0.576209426,-0.030942764,0.651986897,0.487387836,-0.040707037,0.623311162,0.423935831,-0.050005894,0.736404181,0.447506487,-0.00302909,0.720746398,0.331442356,-0.02046595,0.712396622,0.263301253,-0.038875099,0.705940127,0.204542339,-0.053585004,0.783716083,0.440547675,-0.008692849,0.778206348,0.315518141,-0.021897208,0.774221301,0.239946157,-0.03783204,0.768879354,0.177786648,-0.051263362,0.828647017,0.461506307,-0.019588703,0.827975035,0.344286799,-0.033357579,0.824599445,0.270966709,-0.047989756,0.818544328,0.20929268,-0.059712488,0.873673201,0.503281236,-0.033690218,0.884803951,0.412209272,-0.045466237,0.887458026,0.350935578,-0.053348444,0.887505651,0.294508219,-0.060033172,H
0.796958387,0.762973547,3.45E-08,0.723634422,0.693835914,-0.022461673,0.675813794,0.580287099,-0.031644173,0.649314523,0.490011215,-0.041499611,0.617612243,0.427558631,-0.050869081,0.733729362,0.448216587,-0.00336352,0.717405796,0.332435131,-0.020703664,0.709114552,0.264862329,-0.03907131,0.702583551,0.206368595,-0.053873245,0.781300306,0.440977871,-0.008940592,0.775134921,0.31595692,-0.022227112,0.771013618,0.240279838,-0.0382265,0.765588641,0.177938074,-0.051688641,0.826604247,0.462404013,-0.019797914,0.825943828,0.345802486,-0.033928249,0.822204113,0.272284925,-0.049020961,0.815637827,0.210169703,-0.061054014,0.87172246,0.504637778,-0.033873886,0.883161485,0.414086521,-0.045828104,0.885798335,0.353560477,-0.054028731,0.885807991,0.297620714,-0.061037835,H
0.799198627,0.761559725,2.35E-08,0.725780249,0.691408336,-0.022559701,0.676993489,0.578584671,-0.032429714,0.649178207,0.489107877,-0.043036573,0.617245674,0.426523805,-0.053236466,0.735283852,0.446610332,-0.004228924,0.718724072,0.330440402,-0.021837914,0.710068882,0.262678564,-0.040320471,0.703361511,0.203979224,-0.055290468,0.782895029,0.438554317,-0.009975227,0.776416063,0.312498987,-0.023760548,0.77161473,0.237314492,-0.039728876,0.765047491,0.175402135,-0.053117279,0.828281939,0.459500134,-0.020966174,0.826381326,0.340915143,-0.035274047,0.823077083,0.267906725,-0.049945761,0.81665653,0.206289113,-0.061663676,0.873509765,0.501614809,-0.035204355,0.883722186,0.410273939,-0.0472533,0.885888457,0.349344015,-0.055202268,0.885227382,0.293146938,-0.062012512,H
0.801104188,0.761807859,3.97E-08,0.727627873,0.689255834,-0.021966314,0.679592013,0.576118648,-0.031407341,0.65209198,0.486761034,-0.041648053,0.62182641,0.423207551,-0.051387291,0.738902986,0.445534706,-0.002655001,0.722644627,0.328881919,-0.020217571,0.714060307,0.260425568,-0.038792513,0.707159996,0.201399684,-0.053693101,0.786622882,0.438754201,-0.008545761,0.780801654,0.312871695,-0.022198606,0.776631534,0.236681014,-0.03845825,0.7708233,0.174020916,-0.051928978,0.831834495,0.460273743,-0.019720843,0.830706537,0.341707349,-0.033814237,0.827292681,0.267377138,-0.048723355,0.821082473,0.20455718,-0.060527772,0.876860499,0.502713501,-0.034075528,0.8871575,0.411359191,-0.04589146,0.889135659,0.349998176,-0.053760462,0.888476372,0.293396354,-0.060377207,H
0.802744865,0.76203692,6.87E-08,0.728596926,0.69267869,-0.024728313,0.679751873,0.580084801,-0.035850517,0.653435946,0.488065362,-0.047106102,0.624229193,0.423166662,-0.057491779,0.739927411,0.447689891,-0.006032188,0.724583328,0.331348717,-0.024566663,0.716344178,0.264427066,-0.043575935,0.709508061,0.206560224,-0.058521051,0.787595868,0.441815585,-0.010595419,0.782126486,0.316342503,-0.024699885,0.778665364,0.240331605,-0.040816158,0.773694992,0.17793864,-0.054060139,0.832773328,0.463738263,-0.020651825,0.831748545,0.346235752,-0.035145592,0.828251481,0.273139119,-0.049972095,0.822132707,0.211392075,-0.061481401,0.878155231,0.506113768,-0.03409487,0.888161778,0.413918018,-0.046648353,0.890052736,0.352736592,-0.055014811,0.889532566,0.296379089,-0.061690126,H
0.803615451,0.76520437,5.94E-08,0.72940743,0.694590092,-0.02264932,0.680500209,0.579569399,-0.032735951,0.653865099,0.488415897,-0.043384712,0.624224961,0.423540175,-0.053273071,0.740582228,0.449264944,-0.004129888,0.725441277,0.333937585,-0.023056833,0.716262221,0.267991662,-0.042548999,0.707924902,0.210143417,-0.057637285,0.7881338,0.443290681,-0.009615797,0.783162415,0.318017244,-0.023753021,0.779447615,0.241715774,-0.040102404,0.774294019,0.178371996,-0.053385794,0.833577931,0.465293318,-0.020424234,0.832476616,0.348070025,-0.034473166,0.828902602,0.274732262,-0.048783295,0.822726786,0.212422103,-0.059961405,0.87917918,0.507979631,-0.034491979,0.888985634,0.415653497,-0.046244007,0.891057432,0.354543626,-0.053650975,0.890789628,0.298231095,-0.059621651,H
0.80052495,0.763088226,5.99E-08,0.726739764,0.692324936,-0.022720505,0.679221034,0.577517748,-0.03265366,0.653127193,0.486859918,-0.043143939,0.623001575,0.423010468,-0.053013589,0.739630461,0.448559195,-0.004529772,0.724615753,0.333441794,-0.023610905,0.715751112,0.26719892,-0.043041244,0.707975745,0.209326982,-0.058126863,0.787227809,0.442477316,-0.010116796,0.782580554,0.317133129,-0.024735857,0.779161036,0.240944147,-0.041335493,0.774259567,0.177870959,-0.054814268,0.832330585,0.464297205,-0.021025695,0.831947029,0.347582281,-0.035748295,0.828409553,0.273766667,-0.050650027,0.822138488,0.210989386,-0.062239721,0.877370894,0.506762385,-0.035156954,0.888371587,0.415067405,-0.047533449,0.891228914,0.353833735,-0.055565704,0.891470492,0.296952069,-0.062063485,H
0.804064691,0.765255451,4.26E-08,0.731057107,0.694436669,-0.022592742,0.683177471,0.580521226,-0.032515548,0.657020688,0.490359157,-0.043099228,0.626722217,0.427183926,-0.05308459,0.743067086,0.44825834,-0.003665789,0.727257729,0.331636131,-0.022567892,0.718213916,0.264007628,-0.042145796,0.710659802,0.205142975,-0.05723558,0.790783644,0.442199528,-0.009194167,0.786236107,0.316056132,-0.023107218,0.782621741,0.239162177,-0.039467178,0.777702391,0.176066697,-0.052777726,0.835981488,0.46451804,-0.02004423,0.835956514,0.347989202,-0.033849835,0.832517147,0.274112642,-0.048298582,0.826272666,0.212487608,-0.059602082,0.880775809,0.50763756,-0.034185532,0.891066253,0.415579498,-0.045114506,0.893431842,0.354785264,-0.051985331,0.893845856,0.299568892,-0.057747185,H
0.80419606,0.766518772,4.47E-08,0.731051266,0.695492625,-0.022895839,0.684044898,0.581841648,-0.032926407,0.658634901,0.491534263,-0.043678179,0.62868917,0.427861214,-0.053913094,0.744476676,0.450573415,-0.003977543,0.728312254,0.333782554,-0.022843365,0.719554424,0.265863121,-0.042363241,0.712684572,0.206753582,-0.057588764,0.792528927,0.444403142,-0.009629,0.787694454,0.317658842,-0.023809632,0.784292221,0.240601525,-0.040332403,0.779588699,0.177505553,-0.053833142,0.837884367,0.466431558,-0.020634325,0.837752163,0.348831803,-0.03480291,0.834430158,0.274809897,-0.049347322,0.828263581,0.212986976,-0.06077943,0.882950783,0.509544075,-0.034967605,0.892914057,0.417055964,-0.046400532,0.894987226,0.355863303,-0.053505626,0.894709766,0.300234616,-0.059466667,H
0.806653976,0.76669836,4.95E-08,0.732582867,0.694385171,-0.022745933,0.684476554,0.579394877,-0.032640032,0.658231497,0.488317102,-0.04312462,0.628031969,0.424559653,-0.053014204,0.745069742,0.449626684,-0.004380818,0.729587197,0.332541287,-0.023339322,0.72060281,0.265106559,-0.042933919,0.71298188,0.20609495,-0.058136214,0.792772532,0.444028348,-0.009817213,0.788394451,0.317476153,-0.023941629,0.785088778,0.240552932,-0.040340453,0.780365884,0.176850706,-0.053762425,0.838108778,0.466291189,-0.020568475,0.837500334,0.347985327,-0.034523357,0.834391356,0.273477137,-0.048890796,0.828514576,0.210688591,-0.060244728,0.883312464,0.509328306,-0.034621779,0.892893612,0.416212916,-0.04604039,0.894693911,0.354736328,-0.053176925,0.894386768,0.298421264,-0.059136257,H
0.790179253,0.774152279,1.18E-07,0.720684826,0.697307169,-0.022737922,0.680755556,0.582821131,-0.03345304,0.662022769,0.491448611,-0.044387836,0.638906837,0.424023628,-0.054947086,0.753228068,0.452560514,-0.007490158,0.750876725,0.336157829,-0.026236108,0.750690103,0.267006993,-0.045365941,0.751112163,0.207042545,-0.060465228,0.802514315,0.453712314,-0.013463427,0.812530279,0.328675508,-0.028473323,0.817510128,0.250242472,-0.045639183,0.820708454,0.185407251,-0.059358329,0.845950663,0.482353538,-0.024453396,0.86130321,0.367561549,-0.039737128,0.869051516,0.294833541,-0.055929888,0.873841286,0.233542576,-0.068191342,0.885984004,0.53021282,-0.038453449,0.908559084,0.44080025,-0.051695809,0.920168936,0.381265104,-0.060712036,0.930097699,0.326399684,-0.067678891,H
0.78943336,0.778495908,1.20E-07,0.720124125,0.700140536,-0.024959395,0.679019451,0.58345288,-0.036487278,0.658942997,0.490600049,-0.047921766,0.636165261,0.421712995,-0.058594592,0.751616836,0.453460127,-0.007982072,0.748383403,0.335587293,-0.026725233,0.748186827,0.266511917,-0.046111744,0.748648822,0.206445605,-0.061348073,0.800704122,0.454434365,-0.012599437,0.808850467,0.32849437,-0.026820952,0.814375341,0.250320315,-0.043808658,0.818209529,0.185315132,-0.057711903,0.84439671,0.48308146,-0.022508729,0.855531693,0.367421001,-0.037337884,0.859892786,0.293038845,-0.053571858,0.861361504,0.229838967,-0.066011488,0.885896206,0.531725764,-0.035695519,0.9067114,0.441789925,-0.048692092,0.916921735,0.381638587,-0.057789933,0.925290883,0.325867623,-0.064894669,H
0.789606869,0.785671413,8.72E-08,0.722941995,0.710006297,-0.025171205,0.682361543,0.591200769,-0.03624282,0.661176801,0.495947093,-0.047677878,0.634309828,0.430583328,-0.059000283,0.752988219,0.456768751,-0.012282647,0.748773515,0.338463962,-0.030468939,0.747544169,0.265237451,-0.048417207,0.746548653,0.20140478,-0.063780077,0.807501256,0.454500794,-0.018732479,0.820107579,0.327855408,-0.034826335,0.826649308,0.250798434,-0.05157819,0.828225374,0.187773734,-0.065972097,0.856545866,0.484440535,-0.03052929,0.889669418,0.372068346,-0.051351797,0.910337567,0.298573822,-0.07193546,0.923932016,0.235591859,-0.087505355,0.898909628,0.536494195,-0.044887334,0.951072931,0.466570735,-0.06414634,0.985837221,0.418397486,-0.077789314,1.014083743,0.369861454,-0.088808745,H
0.748956621,0.812437534,1.43E-07,0.680660605,0.731250823,-0.027040973,0.643067598,0.612147272,-0.040668879,0.625775933,0.5167346,-0.054085571,0.601211667,0.444462746,-0.067315049,0.721470654,0.484941125,-0.014390726,0.721229494,0.364658624,-0.036440626,0.721479237,0.291865677,-0.057415511,0.722030878,0.228154123,-0.073808387,0.772171378,0.487784028,-0.020090194,0.788805306,0.359177321,-0.038730081,0.798178434,0.278583944,-0.057267148,0.804549813,0.212012202,-0.071797408,0.815244973,0.519275486,-0.031222166,0.83636862,0.40217036,-0.050104477,0.84824419,0.326733708,-0.067757703,0.856473565,0.262359709,-0.080799729,0.854033053,0.570464492,-0.045635909,0.883679032,0.481172591,-0.061614662,0.9014467,0.421637356,-0.072004832,0.916534364,0.366477191,-0.080041513,H
0.726483107,0.811894834,1.64E-07,0.662749469,0.720938206,-0.024924641,0.632352233,0.599738598,-0.038281295,0.623533309,0.504558027,-0.051678862,0.605329335,0.433624506,-0.064756766,0.722123146,0.481793702,-0.013360169,0.730853736,0.360976994,-0.032742076,0.737443626,0.289150417,-0.0516668,0.742956996,0.228615105,-0.066924617,0.773428917,0.490849227,-0.019641224,0.800025582,0.364187151,-0.035613503,0.815825522,0.286933184,-0.052499507,0.826936185,0.224136442,-0.066542365,0.814896226,0.528045774,-0.031077346,0.848003447,0.41151455,-0.048951816,0.865791857,0.339336067,-0.066881634,0.877821028,0.278861046,-0.080629714,0.850798309,0.586214066,-0.045437299,0.89629221,0.51099956,-0.061092015,0.923406959,0.458732039,-0.072664887,0.944560826,0.408662349,-0.081974477,H
